This file was created using the 202601 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 5 ME portfolios
and 5 BE/ME portfolios in Europe.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June.  BE/ME is book equity at the last fiscal year end of the prior calendar
year divided by ME as of  6 months before formation.  Firms with negative
BE are not included in any portfolio.

The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
 ,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
199602   ,3.49   ,3.10   ,3.48   ,2.55   ,2.49   ,3.76   ,4.17   ,4.09   ,3.39   ,5.82   ,5.36   ,2.15   ,2.81   ,4.08   ,4.28   ,3.88   ,3.76   ,4.13   ,3.10   ,4.28   ,1.78   ,1.86   ,1.76   ,2.15   ,1.49
199603   ,0.65   ,0.78   ,3.07   ,1.55   ,2.01  ,-0.52   ,0.61   ,3.00   ,1.06   ,2.04   ,2.12   ,3.83   ,0.27   ,1.17   ,1.96   ,4.24   ,1.70   ,2.25   ,0.90   ,1.51   ,1.27  ,-0.15   ,0.94   ,2.76  ,-0.07
199604   ,0.46   ,0.64   ,2.06   ,1.21   ,1.86   ,1.57   ,1.67   ,1.69   ,1.20   ,1.05   ,2.33   ,1.88   ,2.43   ,2.62   ,1.32   ,1.60   ,0.59   ,1.41   ,2.86   ,1.91  ,-0.94   ,1.69   ,1.45   ,1.05   ,1.65
199605   ,5.71   ,4.40   ,3.90   ,2.27   ,4.62   ,4.29   ,3.41   ,4.37   ,3.15   ,5.04   ,2.92   ,2.59   ,2.95   ,2.06   ,1.48   ,3.35   ,1.91   ,2.02   ,1.38   ,2.56   ,1.57   ,2.01   ,1.75   ,1.58   ,1.15
199606  ,-1.39  ,-0.88  ,-0.08   ,0.44   ,0.79  ,-0.15   ,0.79   ,0.50   ,0.19  ,-0.87  ,-1.36  ,-0.66  ,-0.16  ,-0.63   ,0.38  ,-1.81   ,0.94   ,0.39   ,0.22   ,0.59   ,0.99  ,-0.10   ,0.69   ,1.82   ,0.12
199607  ,-2.64  ,-2.59  ,-1.44   ,0.99   ,0.56  ,-3.51  ,-2.01  ,-1.86  ,-0.73  ,-1.61  ,-3.82  ,-2.35  ,-1.02  ,-1.36  ,-2.47  ,-0.85  ,-0.06  ,-3.12  ,-0.57  ,-1.23  ,-1.62  ,-0.33  ,-1.85  ,-1.19  ,-1.79
199608   ,1.14   ,1.58   ,1.91   ,1.23   ,1.18   ,2.94   ,1.51   ,2.08   ,1.56   ,0.67   ,2.44   ,3.26   ,1.90   ,1.99   ,1.20   ,3.05   ,2.33   ,1.70   ,1.76   ,1.45   ,4.43   ,2.21   ,2.58   ,1.87   ,2.39
199609  ,-2.14  ,-0.98  ,-1.91   ,0.46  ,-0.78  ,-2.72  ,-0.57  ,-1.27   ,0.38  ,-1.29  ,-1.31  ,-0.53   ,1.67  ,-0.99  ,-0.95   ,0.11   ,0.59  ,-0.66  ,-0.59  ,-0.25   ,1.95   ,1.12   ,3.68   ,2.49   ,1.94
199610   ,1.83   ,2.50   ,1.67   ,2.58   ,1.52   ,2.67   ,2.99   ,2.94   ,2.45   ,1.17   ,3.67   ,3.29   ,3.49   ,3.27   ,2.43   ,3.59   ,3.09   ,0.33   ,0.06   ,1.30   ,1.94   ,2.91   ,2.42   ,1.14   ,0.47
199611   ,1.25   ,2.07   ,2.21   ,2.08   ,2.76   ,2.09   ,2.13   ,1.96   ,2.25   ,2.51   ,2.55   ,2.27   ,2.19   ,2.08   ,3.60   ,4.42   ,1.36   ,2.40   ,2.58   ,4.62   ,4.43   ,5.16   ,4.85   ,6.53   ,6.30
199612   ,0.84   ,1.91   ,1.92   ,2.33   ,2.01   ,3.69   ,0.89   ,1.66   ,2.17   ,2.21   ,0.86   ,2.14   ,2.73   ,2.85   ,4.26   ,3.16   ,1.20   ,1.96   ,3.16   ,4.26   ,2.46   ,2.78   ,2.42   ,1.56   ,3.20
199701  ,-0.00   ,0.89   ,1.79   ,0.48   ,0.74   ,0.30  ,-0.45   ,0.52  ,-0.28   ,3.20  ,-1.26   ,0.81   ,2.92   ,1.87   ,3.09  ,-0.13  ,-2.65  ,-0.88   ,0.79   ,3.38  ,-0.34  ,-2.61   ,0.53   ,2.32   ,0.32
199702   ,3.81   ,2.76   ,3.41   ,2.18   ,1.56   ,0.88   ,1.51   ,0.48   ,2.73   ,1.62   ,0.58   ,0.10   ,1.34   ,0.92   ,1.89   ,2.40   ,0.04   ,0.11   ,0.52   ,1.97   ,1.12   ,1.07   ,0.43   ,2.18   ,0.17
199703   ,1.99   ,0.66   ,2.20   ,2.19   ,1.95  ,-0.32   ,0.96   ,1.62   ,1.93   ,2.06  ,-0.45   ,1.28   ,2.23   ,2.32   ,1.89  ,-0.50   ,2.30   ,1.16   ,2.48   ,2.76   ,2.90   ,2.57   ,2.15   ,3.34   ,3.22
199704  ,-2.05  ,-2.56  ,-1.63  ,-1.21  ,-0.87  ,-2.96  ,-2.06  ,-2.24  ,-2.79  ,-1.90  ,-2.86  ,-2.80  ,-2.03  ,-0.43  ,-1.12  ,-3.17  ,-2.65  ,-2.43  ,-1.72  ,-1.58   ,0.34   ,0.22   ,0.74  ,-0.41   ,0.06
199705   ,1.73   ,3.09   ,3.63   ,4.98   ,3.52   ,2.53   ,2.61   ,4.26   ,4.13   ,4.43   ,1.87   ,4.81   ,3.08   ,4.64   ,2.83   ,3.84   ,3.26   ,3.53   ,5.50   ,3.82   ,4.64   ,4.07   ,5.29   ,5.15   ,5.60
199706  ,-0.87   ,0.12   ,0.97   ,0.24   ,1.13   ,0.12   ,1.61   ,1.21   ,1.32   ,1.07  ,-0.35   ,0.84   ,2.44   ,3.10   ,2.88   ,3.16   ,1.53   ,3.35   ,2.80   ,2.57   ,4.01   ,3.75   ,5.65   ,5.79   ,5.29
199707  ,-3.01  ,-2.23  ,-3.21  ,-2.25  ,-2.07  ,-3.20  ,-2.16  ,-1.57  ,-0.82   ,0.83  ,-0.41  ,-1.38  ,-1.76  ,-0.01   ,3.01   ,0.56  ,-0.76   ,2.16   ,0.50   ,3.81   ,5.69   ,3.49   ,3.86   ,6.23   ,6.59
199708   ,1.16   ,1.21  ,-0.38   ,0.38   ,0.50   ,2.91   ,1.05   ,0.78   ,1.09  ,-0.34  ,-0.10  ,-0.18  ,-0.26  ,-1.09  ,-1.30  ,-1.58  ,-1.77  ,-2.78  ,-2.59  ,-2.72  ,-7.04  ,-4.79  ,-6.30  ,-6.14  ,-7.06
199709   ,4.06   ,5.65   ,5.78   ,4.83   ,5.99   ,3.98   ,4.59   ,6.11   ,6.44   ,7.99   ,7.24   ,6.30   ,6.37   ,5.90   ,9.52   ,7.47   ,6.54   ,7.50   ,9.78   ,8.18  ,10.00   ,9.49   ,8.43  ,11.21  ,14.87
199710   ,0.75   ,0.48  ,-1.08  ,-0.43   ,0.08  ,-1.18  ,-0.42  ,-2.11  ,-0.62  ,-0.38  ,-0.66  ,-0.26  ,-3.54  ,-1.97  ,-1.11  ,-2.38  ,-3.09  ,-4.71  ,-4.37  ,-0.70  ,-4.89  ,-5.65  ,-6.20  ,-5.01  ,-4.16
199711  ,-3.29  ,-1.40  ,-1.54  ,-1.23  ,-1.57  ,-1.25  ,-0.82  ,-0.87  ,-1.92  ,-2.17  ,-0.70  ,-1.85  ,-1.76  ,-0.15  ,-1.81   ,1.45  ,-0.90  ,-0.04  ,-1.02  ,-1.02   ,1.51   ,2.06   ,2.52   ,0.61   ,1.03
199712  ,-0.82  ,-2.15  ,-1.78  ,-0.99  ,-0.66  ,-0.79  ,-1.87  ,-1.91  ,-0.80   ,0.65  ,-0.46   ,0.39   ,1.05   ,0.16   ,3.54   ,0.91   ,0.71   ,1.75  ,-1.15   ,3.55   ,4.07   ,1.92   ,3.01   ,3.22   ,6.78
199801   ,2.35   ,1.09   ,0.34   ,2.39   ,3.40   ,2.61   ,1.51   ,1.00   ,2.24   ,5.22   ,2.99   ,1.08   ,0.59   ,1.61   ,4.16   ,3.42  ,-0.67   ,0.68   ,2.52   ,5.49   ,6.64   ,2.50   ,2.02   ,3.85   ,3.95
199802   ,6.22   ,4.68   ,4.54   ,4.42   ,6.94   ,6.22   ,6.90   ,5.63   ,6.69   ,7.89   ,6.97   ,4.76   ,7.22   ,7.55   ,8.64   ,6.18   ,9.02   ,6.62   ,8.63   ,9.81   ,8.38   ,6.84   ,9.02   ,6.92   ,8.78
199803   ,6.37   ,6.79   ,6.74   ,7.03   ,8.05   ,8.46   ,7.82   ,6.66   ,8.25  ,12.32  ,10.47   ,7.40   ,7.79   ,8.53  ,11.25   ,7.46   ,8.56   ,8.51   ,9.25  ,10.25   ,2.25   ,6.67   ,7.53  ,11.09  ,11.50
199804   ,6.52   ,5.73   ,4.68   ,4.64   ,4.57   ,4.11   ,3.64   ,5.24   ,4.61   ,2.61   ,4.62   ,3.53   ,4.50   ,3.57   ,2.21   ,4.65   ,6.31   ,4.00   ,4.49   ,1.70   ,0.87   ,1.74   ,2.97   ,4.49   ,1.65
199805   ,4.61   ,8.32   ,3.80   ,3.80   ,3.70   ,5.52   ,3.48   ,2.37   ,4.65   ,4.30   ,3.13   ,4.83   ,6.53   ,4.55   ,4.99   ,3.01   ,3.81   ,2.54   ,2.35   ,3.70   ,0.92   ,3.71  ,-0.00   ,4.38   ,4.31
199806  ,-4.32   ,0.18  ,-2.44  ,-2.94  ,-3.22  ,-5.34  ,-2.96  ,-4.09  ,-4.89  ,-4.30  ,-0.63  ,-2.49  ,-5.30  ,-4.47  ,-3.16   ,1.00  ,-4.86  ,-2.08  ,-6.29  ,-3.24   ,2.34  ,-0.76   ,2.86  ,-1.56  ,-0.16
199807  ,-1.19  ,-2.70  ,-0.60  ,-0.54  ,-0.56  ,-0.83  ,-2.75  ,-0.82  ,-0.63  ,-1.57   ,0.91  ,-0.30   ,0.81   ,1.16  ,-1.89   ,2.62   ,2.11   ,0.85   ,2.83   ,0.21   ,1.98   ,0.55   ,1.70   ,6.92   ,4.55
199808 ,-10.97 ,-10.13 ,-10.15  ,-7.76  ,-7.39 ,-13.00 ,-11.18 ,-10.91 ,-11.53 ,-10.18 ,-12.52  ,-9.39 ,-11.27 ,-12.48 ,-12.83 ,-10.27 ,-11.22 ,-11.08 ,-12.94 ,-10.36  ,-8.55 ,-12.64 ,-11.27 ,-13.05 ,-18.36
199809  ,-3.62  ,-3.56  ,-3.81  ,-2.83  ,-2.93  ,-5.00  ,-4.28  ,-4.38  ,-3.99  ,-2.85  ,-5.48  ,-5.93  ,-4.59  ,-5.41  ,-4.64  ,-2.65  ,-2.99  ,-4.57  ,-4.81  ,-4.41  ,-2.82  ,-0.30  ,-7.75  ,-3.32 ,-13.24
199810  ,-0.25  ,-0.61   ,0.10   ,0.60  ,-0.06   ,1.25   ,0.56  ,-0.46   ,3.39   ,2.23   ,3.22   ,5.35   ,5.56   ,5.23   ,4.74   ,7.43   ,7.79   ,8.57   ,6.56   ,5.40   ,7.65   ,6.98   ,9.57   ,3.90  ,11.13
199811   ,4.30   ,0.00   ,0.60   ,1.11   ,0.69   ,3.56   ,2.50   ,1.84   ,0.49   ,2.11  ,-0.38   ,1.44   ,1.51   ,4.19   ,1.36   ,4.51   ,1.32   ,0.78   ,1.37   ,5.56   ,4.92   ,3.95   ,6.11   ,6.49   ,5.82
199812   ,1.61  ,-0.73  ,-0.33   ,0.60   ,0.03   ,1.86   ,0.68   ,1.15   ,0.45  ,-0.47   ,1.48   ,0.06  ,-0.03   ,0.91   ,1.25   ,2.58   ,3.67   ,0.94   ,2.44   ,0.23   ,5.67   ,3.57   ,2.51   ,4.38   ,2.02
199901   ,2.87   ,1.06  ,-0.15   ,0.54  ,-0.22   ,3.06  ,-1.51  ,-1.05  ,-2.36  ,-1.55   ,3.42  ,-0.18  ,-1.86  ,-3.05  ,-2.16   ,6.25  ,-3.73  ,-3.39  ,-0.49  ,-1.17   ,1.51  ,-5.16   ,1.48   ,3.09  ,-1.20
199902   ,2.95  ,-2.07  ,-0.36  ,-0.42   ,0.90   ,2.03   ,0.98  ,-0.34   ,0.18  ,-1.24  ,-0.01  ,-0.00  ,-1.98  ,-0.51  ,-0.15  ,-2.75  ,-3.68  ,-1.76  ,-2.40  ,-0.42  ,-3.42  ,-0.71  ,-1.02  ,-4.11  ,-2.80
199903   ,0.83   ,1.94  ,-0.17  ,-0.43   ,2.07  ,-1.50  ,-0.38  ,-0.52  ,-0.43   ,0.87  ,-1.29  ,-0.94   ,0.46  ,-0.88   ,3.17  ,-1.88  ,-1.05  ,-1.89  ,-1.56  ,-0.21   ,0.74   ,2.98  ,-0.02  ,-3.53   ,3.39
199904   ,1.60   ,3.82   ,3.36   ,4.60   ,5.00   ,3.94   ,4.90   ,4.47   ,3.42   ,3.75   ,2.53   ,5.65   ,3.17   ,3.06   ,5.78   ,1.53   ,4.12   ,5.72   ,3.17   ,3.15  ,-1.17   ,5.63   ,7.04   ,1.53   ,2.51
199905   ,0.61   ,1.96   ,3.09   ,4.32   ,3.76  ,-0.57   ,1.57   ,1.14   ,1.53  ,-0.21  ,-1.33   ,1.04  ,-2.12  ,-1.03  ,-1.75   ,0.08  ,-0.57  ,-2.45   ,0.11  ,-2.49  ,-3.72  ,-5.59  ,-3.79  ,-2.25  ,-5.78
199906   ,1.63   ,4.57   ,1.49   ,3.88   ,3.95   ,1.38   ,3.02   ,0.09   ,1.50   ,1.82   ,1.46   ,2.23   ,0.36   ,0.73   ,2.89   ,2.16  ,-0.27   ,3.70  ,-0.29   ,2.00   ,3.53   ,0.02   ,3.58   ,1.53   ,1.83
199907   ,4.44   ,6.30   ,7.81   ,6.34   ,5.03   ,4.57   ,3.87   ,4.50   ,5.18   ,3.86   ,2.91   ,4.89   ,2.86   ,4.86   ,2.53   ,2.46   ,3.34   ,3.78   ,2.58   ,5.11   ,0.02   ,1.08   ,0.33   ,1.48   ,1.07
199908   ,5.83   ,7.95   ,8.03   ,4.78   ,4.47   ,6.02   ,4.77   ,2.88   ,6.47   ,3.15   ,2.48   ,5.26   ,2.02   ,0.54   ,1.74   ,2.24   ,1.47  ,-0.57   ,1.11   ,0.99   ,1.78  ,-0.19   ,1.48   ,1.77   ,1.60
199909   ,2.07   ,4.48   ,2.70   ,0.20   ,0.87   ,4.11   ,0.15   ,2.26   ,1.01   ,1.35   ,0.34   ,4.91  ,-2.14  ,-0.99  ,-1.67   ,0.17  ,-1.70   ,0.21  ,-0.27  ,-0.23   ,1.26  ,-0.05  ,-2.05  ,-0.71  ,-1.02
199910   ,0.46   ,3.44  ,-0.14   ,0.57   ,0.70   ,3.34   ,0.05   ,1.36  ,-0.46  ,-0.09   ,4.92   ,4.63  ,-0.37  ,-2.83  ,-3.15   ,0.29  ,-2.62  ,-1.36  ,-2.34  ,-2.07   ,5.48   ,4.23   ,2.65   ,0.99   ,0.02
199911  ,13.93   ,6.11   ,6.34   ,2.37   ,0.31  ,10.64   ,1.07  ,-1.31  ,-0.09  ,-1.85  ,11.40   ,4.55  ,-0.89  ,-3.45  ,-1.11  ,11.81   ,0.50   ,0.81  ,-3.31  ,-2.03   ,5.79   ,2.68   ,4.10  ,-0.43  ,-3.08
199912  ,11.22   ,7.86   ,3.89   ,3.45   ,2.32  ,12.97   ,6.58   ,3.54   ,1.64   ,0.54   ,8.94   ,3.89   ,6.14   ,4.88   ,5.95  ,14.47   ,5.35   ,7.16   ,2.76   ,7.49  ,11.47  ,10.00   ,9.36   ,9.00  ,12.10
200001   ,7.95   ,6.40   ,5.37   ,2.13  ,-0.07   ,5.50   ,3.83   ,1.11  ,-3.38  ,-2.10   ,4.81  ,-1.39  ,-5.61  ,-4.81  ,-6.74  ,-6.65  ,-5.56  ,-5.33  ,-6.16  ,-7.76  ,-5.20  ,-9.74  ,-8.91  ,-9.90 ,-12.35
200002  ,18.76  ,16.03  ,12.10   ,4.50   ,1.03  ,14.65   ,7.06   ,7.89   ,2.71   ,0.73  ,18.52   ,7.91   ,3.92  ,-0.32   ,0.33  ,15.49   ,0.79   ,7.08  ,-0.56   ,0.14   ,7.50   ,6.61   ,6.15   ,5.30  ,-2.15
200003  ,-7.96  ,-7.71  ,-8.29  ,-2.34  ,-1.84  ,-9.05   ,2.48  ,-4.56   ,1.75  ,-0.48  ,-4.48  ,-3.79   ,1.23   ,0.46   ,0.66  ,-3.81   ,1.23   ,0.93   ,1.82   ,1.05   ,0.61   ,4.31   ,1.79   ,2.14   ,3.64
200004 ,-17.44 ,-12.41 ,-10.65  ,-9.00  ,-6.63 ,-16.82 ,-10.31  ,-8.85  ,-6.10  ,-5.13  ,-9.56  ,-9.47  ,-4.28  ,-3.71  ,-4.83 ,-11.50  ,-7.82  ,-4.72  ,-1.06  ,-2.09  ,-3.52  ,-6.57  ,-5.17   ,0.21  ,-3.63
200005  ,-5.51  ,-1.46   ,0.72   ,1.78   ,3.94  ,-4.21  ,-1.52   ,2.54   ,2.24   ,4.96  ,-4.42   ,1.10   ,2.69   ,4.27   ,3.69  ,-0.44   ,4.19   ,3.21   ,3.06   ,1.69  ,-2.63   ,0.47   ,2.76   ,4.48   ,2.05
200006   ,4.66   ,1.11   ,2.46   ,1.30   ,2.82  ,-3.51   ,1.76   ,2.38   ,0.47   ,3.23   ,2.77   ,0.63   ,1.47   ,1.49   ,2.55   ,1.36   ,0.74   ,2.76   ,2.28   ,4.22  ,-0.74  ,-0.08   ,1.61   ,4.46   ,2.21
200007  ,-6.29  ,-4.80  ,-1.91  ,-1.16  ,-1.52  ,-3.88  ,-0.66  ,-0.91  ,-0.68  ,-0.66  ,-0.43   ,0.23  ,-0.71  ,-0.46  ,-0.00   ,1.83   ,0.18  ,-0.82  ,-0.20  ,-1.08  ,-2.15  ,-3.86   ,0.19   ,3.40  ,-0.93
200008  ,-3.55  ,-4.22  ,-0.42  ,-0.83  ,-0.29   ,1.42   ,0.07  ,-2.06  ,-0.62   ,0.72   ,3.28  ,-2.70  ,-0.41  ,-1.28   ,0.47   ,0.44   ,0.16  ,-0.98  ,-0.21  ,-2.44   ,0.73  ,-2.44   ,0.90  ,-3.60  ,-3.64
200009  ,-3.70  ,-3.40  ,-2.66  ,-2.93  ,-0.57  ,-3.85  ,-1.46  ,-2.33  ,-1.08  ,-0.96  ,-7.05  ,-2.98  ,-2.06  ,-2.76  ,-2.22  ,-4.72  ,-4.68  ,-1.55  ,-3.38  ,-1.94  ,-7.71  ,-4.86  ,-2.44  ,-4.24  ,-2.46
200010 ,-14.49 ,-10.69  ,-6.82  ,-6.19  ,-4.15 ,-15.14  ,-9.34  ,-6.57  ,-3.39  ,-2.49 ,-13.55  ,-7.41  ,-4.09  ,-2.46  ,-3.06  ,-8.92  ,-5.02  ,-1.21   ,0.24   ,0.48  ,-4.70  ,-0.52  ,-1.28   ,3.20  ,-0.24
200011 ,-12.68  ,-8.83  ,-4.93   ,0.64   ,1.18 ,-13.13 ,-10.87  ,-4.51  ,-0.39   ,2.18 ,-20.75  ,-9.08  ,-1.20   ,0.62   ,3.30 ,-12.20  ,-3.83   ,0.59   ,1.30   ,4.32  ,-9.81  ,-3.03  ,-1.46  ,-4.70   ,3.63
200012   ,2.52   ,1.72   ,5.38   ,6.73   ,6.72   ,6.97   ,5.56   ,6.77   ,7.98   ,8.51   ,8.33   ,6.33   ,5.56   ,9.72   ,8.24   ,7.88   ,8.20   ,8.50   ,7.40   ,7.55   ,1.98   ,4.72   ,8.34   ,9.09   ,4.56
200101  ,-1.33   ,3.87   ,2.59   ,2.38   ,3.60   ,1.04   ,0.10   ,4.79   ,3.02   ,3.83   ,1.27  ,-0.22  ,-0.40   ,0.83   ,1.45   ,1.62   ,4.45   ,0.22   ,3.23  ,-0.03  ,-0.48   ,1.30   ,0.33   ,0.53  ,-1.14
200102  ,-5.82  ,-8.07  ,-4.71  ,-2.95  ,-1.20  ,-9.37  ,-8.74  ,-4.58  ,-0.51   ,0.19 ,-14.94  ,-3.34  ,-1.28  ,-0.86   ,0.66 ,-13.70  ,-4.25  ,-3.16  ,-1.74   ,1.78 ,-19.89  ,-9.10  ,-6.18  ,-8.04  ,-4.63
200103 ,-11.04  ,-9.93  ,-8.59  ,-8.20  ,-6.87 ,-15.70 ,-11.47  ,-9.12  ,-5.94  ,-7.42 ,-16.30 ,-12.57  ,-8.11  ,-7.87  ,-7.69 ,-14.62 ,-10.35 ,-10.70  ,-8.56  ,-7.44 ,-13.26  ,-7.42  ,-8.68  ,-7.04  ,-7.69
200104   ,3.65   ,1.42   ,5.55   ,4.91   ,5.00   ,2.09   ,3.73   ,4.05   ,5.03   ,5.30  ,10.68   ,4.62   ,4.53   ,3.36   ,5.38  ,11.19   ,7.42   ,5.00   ,4.60   ,3.44  ,18.06   ,7.62   ,6.83   ,7.06   ,4.54
200105  ,-6.48  ,-4.73  ,-2.55  ,-1.44  ,-0.46  ,-6.63  ,-3.55  ,-0.64  ,-1.90   ,0.29  ,-4.59  ,-1.04  ,-1.93  ,-1.27  ,-0.24  ,-3.84  ,-1.29  ,-3.37  ,-3.34   ,0.48  ,-9.46  ,-6.08  ,-2.44  ,-5.83  ,-3.90
200106 ,-10.33  ,-5.15  ,-3.50  ,-1.62  ,-0.24 ,-11.07  ,-6.36  ,-2.04  ,-1.52  ,-1.26 ,-13.75  ,-5.19  ,-0.92  ,-0.96  ,-3.23  ,-8.87  ,-1.76  ,-2.37  ,-0.60  ,-1.58  ,-9.81  ,-2.37  ,-1.83  ,-2.75   ,1.22
200107  ,-8.03  ,-4.61  ,-5.15  ,-1.04   ,0.07  ,-7.21  ,-3.47   ,0.33   ,0.27   ,1.02  ,-4.58  ,-0.70   ,0.48  ,-1.15   ,1.88  ,-2.96  ,-0.20  ,-1.01   ,0.26   ,1.88   ,0.33  ,-0.29  ,-0.33  ,-0.02  ,-0.82
200108  ,-4.76  ,-1.94   ,0.09   ,1.53   ,1.83  ,-2.08  ,-2.47   ,2.37   ,2.24   ,1.55  ,-1.57  ,-0.44  ,-0.07   ,1.79   ,1.88  ,-4.77   ,1.09  ,-0.57   ,1.03   ,2.55  ,-5.97  ,-0.80  ,-2.28   ,3.06  ,-4.42
200109 ,-20.40 ,-18.87 ,-16.32 ,-14.92 ,-11.05 ,-21.96 ,-17.05 ,-12.98 ,-13.94 ,-11.45 ,-19.34 ,-17.70 ,-14.13 ,-16.10 ,-13.92 ,-15.51 ,-13.41 ,-11.25 ,-13.76 ,-14.93  ,-8.02  ,-8.92 ,-11.57 ,-12.01 ,-11.80
200110  ,11.81   ,7.79   ,5.60   ,4.54   ,2.48   ,9.49   ,6.71   ,3.01   ,3.24   ,1.57  ,10.62   ,5.94   ,3.25   ,4.22   ,2.37  ,12.15   ,4.05   ,1.88   ,3.45   ,5.25   ,4.30   ,0.73   ,3.35   ,1.82   ,4.93
200111   ,8.36   ,8.14   ,8.70   ,7.11   ,4.10   ,7.21   ,7.28   ,5.81   ,3.77   ,3.02  ,10.64   ,5.83   ,5.13   ,5.85   ,5.97   ,8.14   ,6.72   ,4.43   ,4.92   ,6.30   ,4.84   ,0.69   ,3.62   ,2.32   ,9.85
200112  ,-1.72  ,-2.06  ,-1.75  ,-0.01   ,0.92   ,0.58  ,-1.41  ,-0.73   ,1.30   ,1.91   ,0.81   ,0.39   ,2.78   ,1.53   ,1.83  ,-0.88  ,-0.08   ,2.19   ,1.52   ,2.21   ,1.71   ,2.69   ,1.62   ,3.30   ,3.30
200201  ,-4.03  ,-2.04  ,-3.77  ,-2.18  ,-0.06  ,-3.63  ,-4.82  ,-2.50  ,-2.49  ,-0.53  ,-3.96  ,-1.96  ,-3.13  ,-1.71   ,1.17  ,-6.09  ,-3.10  ,-1.68  ,-1.68  ,-0.07  ,-6.31  ,-3.54  ,-5.84  ,-0.21 ,-10.48
200202  ,-3.61  ,-2.71  ,-3.22  ,-0.15   ,1.48  ,-3.22  ,-1.27   ,0.34   ,1.64   ,2.79  ,-3.06   ,0.96   ,1.76   ,3.11   ,3.34  ,-2.67  ,-0.85   ,2.10   ,2.38   ,2.63   ,0.69   ,2.85   ,0.25   ,0.37  ,-3.75
200203   ,2.75   ,2.74   ,3.34   ,2.55   ,4.22   ,3.14   ,4.66   ,4.92   ,5.53   ,5.60   ,5.55   ,3.60   ,6.00   ,7.00   ,4.33   ,6.25   ,4.96   ,5.71   ,5.11   ,4.36   ,2.60   ,5.58   ,7.03   ,4.66   ,5.34
200204  ,-3.85  ,-0.64  ,-0.10   ,2.28   ,5.03  ,-1.36   ,1.79   ,3.86   ,5.18   ,6.65  ,-3.93   ,2.32   ,4.50   ,3.71   ,5.23  ,-5.54   ,0.85   ,2.72   ,3.48   ,3.26  ,-5.01   ,1.11  ,-0.19   ,3.89  ,-4.20
200205  ,-1.61   ,0.96   ,0.64   ,4.71   ,4.79  ,-1.73   ,1.62   ,3.34   ,4.19   ,4.48  ,-1.42   ,5.13   ,1.89   ,3.32   ,2.68  ,-1.17   ,2.40   ,1.72   ,3.15   ,2.37  ,-4.69   ,1.33  ,-0.01   ,3.94   ,1.35
200206  ,-5.71  ,-2.09  ,-3.05   ,0.46   ,2.17  ,-4.79  ,-1.45   ,0.03   ,1.10   ,1.68  ,-6.66  ,-1.55  ,-0.55  ,-0.88   ,0.16  ,-3.74  ,-2.24  ,-1.44  ,-0.35  ,-0.40  ,-0.70  ,-1.07  ,-5.27  ,-1.18  ,-5.49
200207  ,-6.64  ,-8.81  ,-7.20  ,-7.35  ,-6.02 ,-11.07 ,-10.32  ,-9.02  ,-6.62  ,-7.47  ,-9.11 ,-10.42 ,-11.55  ,-9.42  ,-7.81 ,-11.31 ,-11.17 ,-10.14  ,-8.09  ,-8.94 ,-10.92 ,-10.80 ,-11.29 ,-13.67  ,-6.68
200208  ,-5.34  ,-2.17  ,-1.44  ,-1.28  ,-0.82  ,-2.41  ,-2.88  ,-1.09  ,-0.40  ,-1.58  ,-1.72  ,-1.58   ,0.86  ,-0.69  ,-0.74   ,0.06   ,0.19  ,-0.99   ,0.04   ,0.42  ,-0.79   ,0.43  ,-0.33   ,2.22   ,3.19
200209 ,-14.04 ,-14.48 ,-13.51 ,-10.56  ,-7.67 ,-14.81 ,-12.28 ,-12.54  ,-8.63  ,-8.36 ,-11.00  ,-9.77 ,-10.30  ,-7.89 ,-10.43 ,-10.60 ,-10.24 ,-10.65 ,-12.99 ,-11.22  ,-7.93 ,-13.25 ,-16.91 ,-17.56 ,-18.56
200210   ,1.92   ,1.73   ,2.27   ,1.44   ,1.59   ,4.85   ,3.67   ,2.98   ,0.65   ,1.75   ,6.35   ,4.31   ,2.12   ,1.91   ,3.23   ,5.64   ,5.18   ,6.54   ,5.71   ,5.60  ,11.41   ,8.22  ,13.17  ,10.18  ,10.97
200211   ,9.44   ,7.38   ,7.29   ,5.69   ,3.93   ,6.98   ,5.93   ,3.87   ,3.78   ,2.81   ,7.17   ,4.84   ,5.33   ,4.61   ,5.13   ,6.65   ,5.79   ,5.70   ,5.69   ,3.21   ,2.33   ,2.76   ,7.48   ,8.08  ,11.20
200212  ,-3.11  ,-1.26  ,-2.05   ,0.62   ,3.15  ,-3.12  ,-0.89   ,1.25   ,3.61   ,4.27  ,-6.94  ,-3.14   ,2.72   ,2.20   ,3.92  ,-5.90  ,-1.32  ,-0.98  ,-1.07   ,0.35  ,-3.83  ,-2.24  ,-4.69  ,-3.18  ,-4.78
